UUID,VIN,Make,Model,Mileage,Year,Price,Zip Code,Create Date,Update Date
4e1ee301-a396-4e3a-88bc-06ab40000161,VINVIN161,Cadillac,SRX,554949,2006,105628,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000162,VINVIN162,Cadillac,SRX,600209,2002,114323,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000163,VINVIN163,Cadillac,XT5,560998,1994,27315,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000164,VINVIN164,Cadillac,XT6,399475,1994,28470,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000165,VINVIN165,Cadillac,Escalade,962424,1997,40023,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000166,VINVIN166,Cadillac,Escalade,692795,2015,109537,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000167,VINVIN167,Cadillac,Escalade,365349,1993,16505,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000168,VINVIN168,Cadillac,Escalade,130030,2020,115146,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000169,VINVIN169,Cadillac,Allanté,152989,1990,19242,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000170,VINVIN170,Cadillac,XLR,203350,2007,91842,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000171,VINVIN171,Kia,Picanto,973605,2001,78485,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000172,VINVIN172,Kia,Picanto,976079,1992,108090,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000173,VINVIN173,Kia,Picanto,107566,2006,105373,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000174,VINVIN174,Kia,Ray,867127,1994,43170,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000175,VINVIN175,Kia,Pride,42121,2011,116162,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000176,VINVIN176,Kia,Pride,366159,2020,51800,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000177,VINVIN177,Kia,Rio,900831,2020,24158,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000178,VINVIN178,Kia,Rio,740156,1996,24824,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000179,VINVIN179,Kia,Rio,177534,2015,60957,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000180,VINVIN180,Kia,Rio,460632,2004,51542,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000181,VINVIN181,Kia,Soul,521016,2018,46414,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000182,VINVIN182,Kia,Soul,171001,1990,70025,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000183,VINVIN183,Kia,Soul,536768,2005,90687,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000184,VINVIN184,Kia,Pegas,510619,2008,115945,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000185,VINVIN185,Kia,Avella,819127,2019,33312,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000186,VINVIN186,Kia,Cee'd,298333,2017,30779,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000187,VINVIN187,Kia,Cee'd,724830,1994,32746,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000188,VINVIN188,Kia,Cee'd,282864,2009,74056,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000189,VINVIN189,Kia,Sephia,944080,2004,99857,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000190,VINVIN190,Kia,Sephia,516056,2002,31542,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000191,VINVIN191,Kia,Cerato / Spectra,335693,2004,105588,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000192,VINVIN192,Kia,Forte,70843,1993,13646,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000193,VINVIN193,Kia,Forte / K3,58809,1995,49366,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000194,VINVIN194,Kia,Forte / K3,278414,2009,62825,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000195,VINVIN195,Kia,Shuma,966935,2002,91609,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000196,VINVIN196,Kia,K4,415027,1990,76754,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000197,VINVIN197,Kia,Concord,914564,2006,27271,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000198,VINVIN198,Kia,Clarus,141874,1994,84420,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000199,VINVIN199,Kia,Magentis / Optima,867869,2009,54222,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000200,VINVIN200,Kia,Magentis / Optima,351485,2013,10970,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000201,VINVIN201,Kia,Magentis / Optima / K5,986607,2009,115063,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000202,VINVIN202,Kia,Magentis / Optima / K5,58782,1999,25144,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000203,VINVIN203,Kia,Magentis / Optima / K5,553808,2002,41021,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000204,VINVIN204,Kia,Stinger,798043,2019,45746,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000205,VINVIN205,Kia,Potentia,344275,2014,119804,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000206,VINVIN206,Kia,Potentia,649695,2009,84056,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000207,VINVIN207,Kia,Enterprise,735658,1996,13703,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000208,VINVIN208,Kia,Opirus / Amanti,571016,2003,37027,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000209,VINVIN209,Kia,Cadenza / K7,241816,1999,76216,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000210,VINVIN210,Kia,Cadenza / K7,486930,2016,6923,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000211,VINVIN211,Kia,Quoris / K9 / K900,774398,2016,23612,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000212,VINVIN212,Kia,Quoris / K9 / K900,503064,1994,75913,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000213,VINVIN213,Kia,Elan / Vegato,573627,2011,71962,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000214,VINVIN214,Kia,Venga,321339,2020,41316,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000215,VINVIN215,Kia,Carens,574132,2010,44558,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000216,VINVIN216,Kia,Carens / Rondo,203994,2018,117609,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000217,VINVIN217,Kia,Carens / Rondo,838554,2009,107424,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000218,VINVIN218,Kia,Joice,677418,2012,79103,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000219,VINVIN219,Kia,Carnival / Sedona,375215,1990,31844,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000220,VINVIN220,Kia,Carnival / Sedona,171424,1996,45870,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000221,VINVIN221,Kia,Carnival / Sedona,102571,2006,23961,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000222,VINVIN222,Kia,Retona,328824,2003,76277,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000223,VINVIN223,Kia,Stonic,300575,2008,18303,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000224,VINVIN224,Kia,KX Cross,216932,1997,110304,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000225,VINVIN225,Kia,Seltos,637683,1997,104348,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000226,VINVIN226,Kia,Niro,847013,2009,46991,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000227,VINVIN227,Kia,Sportage,743707,1999,29458,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000228,VINVIN228,Kia,Sportage,525930,1996,34378,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000229,VINVIN229,Kia,Sportage,447090,2015,50847,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000230,VINVIN230,Kia,Sorento,690130,2008,46421,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000231,VINVIN231,Kia,Sorento,765904,2019,70848,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000232,VINVIN232,Kia,Sorento,115752,2004,75703,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000233,VINVIN233,Kia,Sorento,762660,1996,100170,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000234,VINVIN234,Kia,Mohave / Borrego,167453,1993,40571,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000235,VINVIN235,Kia,Telluride,593155,2009,30990,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000236,VINVIN236,Kia,Bongo,996472,2018,67203,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000237,VINVIN237,Kia,Bongo Frontier,820447,1991,40366,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000238,VINVIN238,Kia,Bongo,76592,1993,90446,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000239,VINVIN239,Volkswagen,Fusca,69729,2004,8372,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000240,VINVIN240,Volkswagen,Gol,972804,2003,118095,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000241,VINVIN241,Volkswagen,Gol,783504,1995,97562,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000242,VINVIN242,Volkswagen,Gol,866330,2001,93061,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000243,VINVIN243,Volkswagen,Voyage / Fox,535827,2012,90384,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000244,VINVIN244,Volkswagen,Voyage,752926,2007,112170,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000245,VINVIN245,Volkswagen,Parati,588431,2009,90312,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000246,VINVIN246,Volkswagen,Parati,827382,1998,22650,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000247,VINVIN247,Volkswagen,Fox,50771,2009,46113,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000248,VINVIN248,Volkswagen,Virtus (Polo Sedan),851392,1998,52762,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000249,VINVIN249,Volkswagen,Brasilia,743115,2012,36271,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000250,VINVIN250,Volkswagen,Apollo,56540,2017,107041,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000251,VINVIN251,Volkswagen,Logus,181080,2011,63473,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000252,VINVIN252,Volkswagen,Pointer,688313,2017,118925,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000253,VINVIN253,Volkswagen,Santana / Corsar,697801,2020,89811,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000254,VINVIN254,Volkswagen,Quantum,776555,1990,26578,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000255,VINVIN255,Volkswagen,SpaceFox / Suran / SportVan / Fox Plus,714339,1994,114198,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000256,VINVIN256,Volkswagen,T1 Kombi,295801,1997,90771,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000257,VINVIN257,Volkswagen,T2 Kombi,350152,1996,70170,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000258,VINVIN258,Volkswagen,SP2,24792,1991,26223,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000259,VINVIN259,Volkswagen,Saveiro,645158,2009,72896,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000260,VINVIN260,Volkswagen,Saveiro,145179,2017,43656,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000261,VINVIN261,BMW,"250 Isetta, 300 Isetta",527155,2017,52780,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000262,VINVIN262,BMW,600,748121,2002,65361,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000263,VINVIN263,BMW,700,608612,2002,53442,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000264,VINVIN264,BMW,i3,804781,2007,80871,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000265,VINVIN265,BMW,1-Series,912705,1993,91360,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000266,VINVIN266,BMW,1-Series,959616,2008,59673,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000267,VINVIN267,BMW,1-Series,609379,2007,102704,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000268,VINVIN268,BMW,2-Series,428173,2019,57775,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000269,VINVIN269,BMW,2-Series Gran Coupé,859452,2001,40525,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000270,VINVIN270,BMW,1-Series,824622,1999,54953,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000271,VINVIN271,BMW,"New Class 1602, 1802, 2002",411427,2006,62783,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000272,VINVIN272,BMW,3-Series,456453,2017,51897,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000273,VINVIN273,BMW,"3-Series, M3",836951,2016,112692,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000274,VINVIN274,BMW,"3-Series, M3",349359,1990,29042,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000275,VINVIN275,BMW,"3-Series, M3",313447,2013,53704,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000276,VINVIN276,BMW,"3-Series, M3",395783,2016,18314,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000277,VINVIN277,BMW,"3-Series, M3",925377,1998,34202,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000278,VINVIN278,BMW,"4-Series, M4",744666,2018,115210,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000279,VINVIN279,BMW,"3-Series, M3",239292,2012,98735,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000280,VINVIN280,BMW,"4-Series, M4",102626,1990,112793,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000281,VINVIN281,BMW,3-Series GT,765057,2002,43786,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000282,VINVIN282,BMW,"New Class 1500, 1600, 1800, 2000",530645,2001,43153,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000283,VINVIN283,BMW,5-Series,120607,2015,9332,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000284,VINVIN284,BMW,"5-Series, M5",674208,2008,66542,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000285,VINVIN285,BMW,"5-Series, M5",716807,2006,31605,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000286,VINVIN286,BMW,"5-Series, M5",34908,1999,12479,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000287,VINVIN287,BMW,"5-Series, M5",440353,2011,61050,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000288,VINVIN288,BMW,"5-Series, M5",800463,2004,96131,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000289,VINVIN289,BMW,"5-Series, M5",676499,1998,69409,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000290,VINVIN290,BMW,5-Series GT,117736,2001,17971,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000291,VINVIN291,BMW,6-Series GT,541349,2015,30575,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000292,VINVIN292,BMW,New Six CS,286328,2011,110062,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000293,VINVIN293,BMW,"6-Series, M6",19561,2009,96532,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000294,VINVIN294,BMW,8-Series,731933,2003,41167,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000295,VINVIN295,BMW,"6-Series, M6",883021,2010,97487,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000296,VINVIN296,BMW,"6-Series, M6",399490,2010,49778,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000297,VINVIN297,BMW,8-Series,527052,1999,107797,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000298,VINVIN298,BMW,501,293292,2004,73806,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000299,VINVIN299,BMW,502,852391,2020,92241,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000300,VINVIN300,BMW,503,738744,1992,112370,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000301,VINVIN301,BMW,3200 CS,864681,1992,117656,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000302,VINVIN302,BMW,New Six,799501,2020,100462,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000303,VINVIN303,BMW,7-Series,1989,1993,44335,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000304,VINVIN304,BMW,7-Series,451916,1991,65060,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000305,VINVIN305,BMW,7-Series,249657,1996,75281,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000306,VINVIN306,BMW,7-Series,190991,2000,75293,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000307,VINVIN307,BMW,7-Series,697657,1995,111605,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000308,VINVIN308,BMW,7-Series,859850,2012,37667,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000309,VINVIN309,BMW,Z1,347429,1995,97676,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000310,VINVIN310,BMW,"Z3, M",596652,2020,76152,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000311,VINVIN311,BMW,Z4,113358,2006,38125,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000312,VINVIN312,BMW,Z4,864206,2005,28571,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000313,VINVIN313,BMW,Z4,191379,2016,67308,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000314,VINVIN314,BMW,507,850473,2019,58475,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000315,VINVIN315,BMW,M1,307969,2003,49216,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000316,VINVIN316,BMW,Z8,931922,2002,52390,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000317,VINVIN317,BMW,i8,13269,2008,97174,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000318,VINVIN318,BMW,X1,2113,1994,66245,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000319,VINVIN319,BMW,X1,760569,2005,107674,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000320,VINVIN320,BMW,X2,957913,2003,28500,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000321,VINVIN321,BMW,X3,310688,1993,54707,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000322,VINVIN322,BMW,X3,475072,1999,98063,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
